,price,minimum_nights
5519,157,4
5520,145,3
5521,95,2
5522,115,1
5523,65,2
5524,275,1
5525,250,2
5526,95,3
5527,185,4
5528,55,1
5529,350,1
5530,170,5
5531,100,2
5532,36,2
5533,60,1
5534,125,2
5535,120,2
5536,90,1
5537,129,5
5538,78,2
5539,120,1
5540,99,2
5541,50,1
5542,16,14
5543,47,2
5544,150,5
5545,200,2
5546,125,2
5547,60,6
5548,200,30
5549,100,3
5550,99,1
5551,75,2
5552,140,5
5553,90,30
5554,59,2
5555,111,3
5556,80,4
5557,80,1
5558,50,14
5559,300,4
5560,90,4
5561,119,1
5562,69,4
5563,260,2
5564,185,2
5565,100,2
5566,85,1
5567,135,2
5568,169,1
5569,38,2
5570,90,2
5571,45,4
5572,149,4
5573,200,2
5574,125,60
5575,65,2
5576,174,2
5577,89,2
5578,150,3
5579,75,18
5580,58,1
5581,103,30
5582,383,3
5583,40,1
5584,76,1
5585,170,1
5586,45,1
5587,100,3
5588,199,2
5589,99,5
5590,39,1
5591,60,21
5592,130,3
5593,200,1
5594,65,1
5595,105,1
5596,115,3
5597,145,7
5598,75,2
5599,250,2
5600,80,2
5601,120,3
5602,100,4
5603,125,10
5604,132,3
5605,225,2
5606,175,2
5607,225,3
5608,215,1
5609,300,7
5610,130,2
5611,110,1
5612,75,2
5613,36,14
5614,299,4
5615,200,1
5616,110,3
5617,160,30
5618,152,3
5619,145,3
5620,120,2
5621,84,3
5622,160,5
5623,150,5
5624,180,2
5625,68,2
5626,125,1
5627,25,1
5628,155,3
5629,105,2
5630,75,2
5631,80,4
5632,72,3
5633,52,2
5634,125,3
5635,85,29
5636,58,4
5637,100,1
5638,65,1
5639,300,1
5640,40,28
5641,110,2
5642,85,2
5643,158,3
5644,65,1
5645,100,2
5646,64,5
5647,395,4
5648,120,10
5649,51,4
5650,149,6
5651,65,1
5652,70,1
5653,170,5
5654,150,1
5655,75,30
5656,100,1
5657,38,2
5658,200,3
5659,145,7
5660,150,5
5661,200,1
5662,125,2
5663,175,2
5664,180,2
5665,175,3
5666,175,14
5667,50,3
5668,109,2
5669,67,2
5670,57,2
5671,77,2
5672,80,2
5673,85,3
5674,86,2
5675,120,2
5676,140,3
5677,300,1
5678,90,1
5679,70,3
5680,90,2
5681,200,30
5682,135,1
5683,37,1
5684,60,1
5685,419,2
5686,130,7
5687,180,3
5688,160,2
5689,125,2
5690,100,1
5691,65,4
5692,140,1
5693,79,3
5694,125,2
5695,115,3
5696,100,23
5697,90,12
5698,135,2
5699,50,3
5700,71,2
5701,80,30
5702,103,1
5703,250,30
5704,219,2
5705,225,2
5706,99,1
5707,35,6
5708,90,4
5709,47,30
5710,75,5
5711,170,4
5712,150,3
5713,30,1
5714,119,4
5715,40,15
5716,85,2
5717,99,3
5718,250,1
5719,79,9
5720,60,3
5721,115,3
5722,90,3
5723,65,1
5724,65,1
5725,131,3
5726,150,1
5727,55,2
5728,70,5
5729,160,2
5730,95,7
5731,99,3
5732,500,3
5733,35,15
5734,50,21
5735,77,5
5736,380,3
5737,65,30
5738,150,60
5739,125,30
5740,199,3
5741,150,1
5742,145,3
5743,70,7
5744,120,30
5746,139,2
5747,85,2
5748,94,30
5749,116,2
5750,72,1
5751,95,4
5752,100,1
5753,200,1
5754,72,1
5755,100,3
5756,900,3
5757,80,2
5758,75,2
5759,92,4
5760,160,3
5761,50,7
5762,350,2
5763,135,2
5764,160,7
5765,270,1
5766,129,1
5767,180,1250
5768,350,2
5769,75,1
5770,119,5
5771,99,7
5772,120,1
5773,73,5
5774,500,7
5776,275,3
5777,50,1
5778,40,1
5779,115,2
5780,110,2
5781,100,1
5782,150,2
5783,200,3
5784,75,7
5785,98,2
5786,199,2
5787,109,2
5788,110,4
5789,59,1
5790,95,2
5791,159,1
5792,225,1
5793,195,2
5794,96,1
5795,73,2
5796,88,1
5797,90,2
5798,99,5
5799,150,1
5800,35,2
5801,1050,3
5802,175,2
5803,395,4
5804,195,3
5805,49,10
5806,150,1
5807,250,1
5808,150,4
5809,260,1
5810,100,7
5811,55,30
5812,275,3
5813,110,1
5814,150,3
5815,80,2
5816,89,1
5817,280,2
5818,100,1
5819,80,2
5820,70,1
5821,75,1
5822,80,1
5823,41,1
5824,195,4
5825,250,2
5826,96,1
5827,98,7
5828,140,4
5829,99,1
5830,175,2
5831,120,6
5832,89,1
5833,90,3
5834,178,3
5835,210,6
5836,150,4
5837,149,2
5838,225,3
5839,2695,1
5840,63,30
5841,150,1
5842,106,3
5843,165,10
5844,75,2
5845,39,31
5846,39,30
5847,30,2
5848,70,1
5849,100,3
5850,125,2
5851,110,3
5852,145,2
5853,112,3
5854,69,1
5855,300,4
5856,260,2
5857,49,2
5858,215,2
5859,200,3
5860,100,15
5861,1000,3
5862,120,3
5863,310,1
5864,70,4
5865,195,2
5866,110,2
5867,75,30
5868,45,1
5869,165,3
5870,150,2
5871,80,1
5872,180,2
5873,80,2
5874,60,3
5875,149,1
5876,53,1
5877,200,7
5878,160,2
5879,199,1
5880,140,1
5881,199,4
5882,190,1
5883,125,2
5884,145,3
5885,150,3
5886,95,2
5887,100,1
5888,99,1
5889,130,1
5890,56,1
5891,450,1
5892,75,1
5893,240,2
5894,129,30
5895,45,1
5896,259,4
5897,75,1
5898,37,2
5899,210,3
5900,199,2
5901,189,8
5902,58,1
5903,60,30
5904,190,1
5905,139,2
5906,125,1
5907,94,2
5908,100,2
5909,149,364
5910,128,7
5911,160,3
5912,160,31
5913,110,3
5914,285,3
5915,75,10
5916,650,7
5917,133,1
5918,149,2
5919,210,1
5920,200,2
5921,110,6
5922,375,3
5923,95,10
5924,94,1
5925,120,3
5926,150,5
5927,160,30
5928,132,2
5929,102,1
5930,85,1
5931,142,6
5932,70,3
5933,200,90
5934,199,30
5935,100,3
5936,123,3
5937,175,2
5938,100,4
5939,57,7
5940,39,1
5941,107,6
5942,2000,7
5943,69,1
5944,137,5
5945,150,5
5946,65,3
5947,66,4
5948,77,14
5949,110,3
5950,64,26
5951,90,2
5952,50,5
5953,146,5
5954,200,1
5955,189,3
5956,985,2
5957,285,2
5958,140,3
5959,97,2
5960,180,2
5961,199,2
5962,220,2
5963,180,3
5964,88,14
5965,350,4
5966,170,1
5967,120,14
5968,105,2
5969,110,2
5970,55,4
5971,150,5
5972,180,3
5973,110,2
5974,160,3
5976,75,5
5977,200,5
5978,120,3
5979,198,4
5980,60,2
5981,170,3
5982,248,6
5983,100,8
5984,180,2
5985,60,2
5986,83,2
5987,45,2
5988,135,1
5989,275,3
5990,230,3
5991,180,2
5992,175,21
5993,110,2
5994,160,3
5995,115,2
5996,169,2
5997,100,1
5998,87,30
5999,75,1
6000,130,1
6001,115,30
6002,50,1
6003,200,2
6004,55,1
6005,125,1
6006,160,4
6007,39,1
6008,89,4
6009,85,4
6010,50,1
6011,229,2
6012,130,4
6013,149,3
6014,120,3
6015,45,1
6016,56,3
6017,295,6
6018,75,2
6019,110,7
6020,115,4
6021,90,4
6022,109,3
6023,49,2
6024,100,1
6025,295,2
6026,245,1
6027,79,3
6028,60,1
6029,125,3
6030,55,1
6031,425,7
6032,150,14
6033,130,5
6034,250,1
6035,49,3
6036,250,3
6037,97,2
6038,115,1
6039,200,2
6040,250,30
6041,200,30
6042,160,1
6043,90,30
6044,239,3
6045,290,4
6046,150,6
6047,55,1
6048,380,4
6049,120,2
6050,200,7
6051,188,2
6052,103,2
6053,64,2
6054,195,5
6055,70,2
6056,150,2
6057,300,3
6058,60,1
6059,150,7
6060,105,1
6061,360,3
6062,165,2
6063,325,2
6064,105,2
6065,57,4
6066,100,6
6067,129,2
6068,229,5
6069,64,1
6070,100,3
6071,99,30
6072,300,30
6073,84,2
6074,125,3
6076,200,2
6077,350,1
6078,80,30
6079,180,1
6080,105,30
6081,200,7
6082,100,2
6083,90,30
6084,160,1
6085,250,2
6086,115,2
6087,250,2
6088,130,5
6089,159,2
6090,110,3
6091,60,3
6092,57,3
6093,180,1
6094,250,1
6095,92,3
6096,195,3
6097,47,2
6098,175,3
6099,175,1
6100,165,2
6101,79,3
6102,345,7
6103,80,2
6104,300,4
6105,325,4
6106,249,1
6107,699,6
6108,25,30
6109,195,1
6110,165,2
6111,65,2
6112,550,4
6113,149,3
6114,225,1
6115,135,2
6116,495,30
6117,200,2
6118,125,3
6119,95,4
6120,135,3
6121,120,3
6122,160,14
6123,225,2
6124,139,2
6125,69,2
6126,100,30
6127,71,3
6128,250,1
6129,70,2
6130,225,1
6131,170,1
6132,125,3
6133,139,2
6134,69,1
6135,199,2
6136,175,1
6137,120,3
6138,100,5
6139,150,1
6140,100,8
6141,130,30
6142,150,5
6143,50,30
6144,80,2
6145,250,2
6146,227,1
6147,300,5
6148,130,2
6149,225,30
6150,149,2
6151,320,3
6152,75,1
6153,115,7
6154,97,3
6155,80,1
6156,275,2
6157,163,4
6158,55,28
6159,75,2
6160,110,5
6161,247,2
6162,180,14
6163,69,1
6164,150,30
6165,140,30
6166,205,2
6167,148,3
6168,299,1
6169,49,3
6170,150,30
6171,195,2
6172,80,1
6173,68,5
6174,72,5
6175,97,2
6176,170,2
6177,67,74
6178,80,1
6179,29,7
6180,120,3
6181,100,1
6182,250,3
6183,200,2
6184,90,1
6185,125,1
6186,90,3
6187,180,1
6188,53,1
6189,200,3
6190,66,180
6191,200,2
6192,75,1
6193,165,3
6194,45,1
6195,80,1
6196,125,2
6197,90,3
6198,40,7
6199,400,3
6200,39,31
6201,125,1
6202,85,1
6203,39,1
6204,150,2
6205,100,2
6206,189,1
6207,99,3
6208,167,4
6209,205,2
6210,50,1
6211,109,30
6212,127,2
6213,220,3
6214,45,1
6215,75,2
6216,120,5
6217,55,1
6218,120,3
6219,108,4
6220,200,3
6221,55,2
6222,205,2
6223,129,4
6224,150,3
6225,110,1
6226,65,1
6227,150,28
6228,65,1
6229,75,1
6230,85,2
6231,58,1
6232,90,1
6233,120,5
6234,115,6
6235,99,2
6236,105,25
6237,69,7
6238,80,1
6239,125,5
6240,90,7
6241,80,7
6242,125,1
6243,215,6
6244,107,21
6245,89,4
6246,175,2
6247,245,3
6248,245,3
6249,450,3
6250,100,3
6251,98,6
6252,39,1
6253,160,4
6254,150,2
6255,299,2
6256,75,8
6257,99,5
6258,165,2
6259,145,1
6260,239,3
6261,76,2
6262,65,1
6263,60,30
6264,50,3
6265,250,3
6266,140,3
6267,125,5
6268,80,1
6270,75,1
6271,200,4
6272,150,2
6273,220,2
6274,180,2
6275,260,3
6276,80,1
6277,1500,30
6278,50,2
6279,400,3
6280,450,1
6281,225,30
6282,100,2
6283,205,1
6284,110,1
6285,95,1
6286,150,2
6287,100,2
6288,69,1
6289,110,30
6290,250,3
6291,44,3
6292,155,1
6293,300,30
6294,67,1
6295,175,4
6296,149,15
6297,85,2
6298,75,2
6299,120,5
6300,100,3
6301,129,12
6302,150,1
6303,219,5
6304,185,3
6305,65,1
6306,55,7
6307,350,3
6308,170,3
6309,250,1
6310,250,1
6311,70,1
6312,150,7
6313,172,30
6314,79,2
6315,100,4
6316,272,2
6317,85,10
6318,350,2
6319,249,3
6320,180,4
6321,38,10
6322,450,3
6323,60,7
6324,95,1
6325,85,3
6326,199,1
6327,260,2
6328,140,30
6329,185,30
6330,126,1
6331,399,2
6332,100,7
6333,1000,1
6334,225,7
6335,85,4
6336,147,2
6337,90,14
6338,500,1
6339,72,3
6340,41,4
6341,180,3
6342,67,5
6343,122,3
6344,105,3
6345,95,1
6346,100,2
6347,130,30
6348,107,2
6349,100,30
6350,85,1
6351,30,5
6352,175,4
6353,95,1
6354,125,1
6355,35,5
6356,119,3
6357,150,3
6358,55,1
6359,115,2
6360,99,5
6361,150,1
6362,84,2
6363,129,2
6364,44,5
6365,55,6
6366,100,3
6367,65,1
6368,99,1
6369,100,7
6370,225,5
6371,120,7
6372,139,2
6373,142,30
6374,140,4
6375,130,200
6376,325,5
6377,350,2
6378,175,2
6379,89,4
6380,69,4
6381,40,6
6382,65,10
6383,160,14
6384,135,2
6385,109,3
6386,85,14
6387,189,4
6388,125,3
6389,140,1
6390,160,3
6391,115,5
6392,80,3
6393,198,2
6394,200,1
6395,230,1
6396,450,5
6397,895,1
6398,170,3
6399,120,3
6400,140,2
6401,70,14
6402,70,3
6403,45,30
6404,140,3
6405,600,5
6406,195,4
6407,79,7
6408,55,14
6409,275,3
6410,60,7
6411,195,3
6412,50,30
6413,125,30
6414,145,5
6415,99,30
6416,130,1
6417,115,3
6418,60,1
6419,199,4
6420,170,3
6421,385,3
6422,125,4
6423,37,30
6424,80,5
6425,65,1
6426,600,1
6427,140,3
6428,56,1
6429,70,2
6430,105,7
6431,70,2
6432,60,1
6433,120,1
6434,150,1
6435,112,10
6436,145,3
6437,80,30
6438,99,30
6439,110,7
6440,70,2
6441,140,4
6442,46,4
6443,180,1
6444,250,1
6445,75,3
6446,250,4
6447,250,3
6448,60,1
6449,95,7
6450,138,11
6451,550,20
6452,35,1
6453,90,1
6454,180,1
6455,145,2
6456,100,3
6457,119,4
6458,70,2
6459,48,4
6460,35,4
6461,200,7
6462,64,2
6463,120,3
6464,50,2
6465,190,2
6466,235,7
6467,70,3
6468,60,1
6469,90,3
6470,125,1
6471,120,2
6472,55,1
6473,225,7
6474,150,2
6475,175,3
6476,70,5
6477,112,2
6478,200,10
6479,105,1
6480,70,2
6481,115,3
6482,99,30
6483,120,3
6484,80,1
6485,90,2
6486,70,4
6487,52,6
6488,150,3
6489,170,3
6490,132,4
6491,90,4
6492,525,6
6493,249,1
6494,160,2
6495,125,1
6496,500,7
6497,65,1
6498,170,3
6499,150,30
6500,80,1
6501,1000,2
6502,175,30
6503,50,2
6504,250,5
6505,40,1
6506,75,1
6507,82,1
6508,93,30
6509,100,7
6510,75,1
6511,1000,2
6512,65,1
6513,250,2
6514,130,1
6515,199,6
6516,37,3
6517,80,2
6518,33,2
6519,55,26
6520,299,5
6521,69,4
6522,200,30
6523,109,1
6524,200,4
6525,95,2
6526,375,4
6527,50,14
6528,60,1
6529,44,1
6530,9999,5
6531,77,1
6532,40,6
6533,110,1
6534,65,1
6535,85,5
6536,175,3
6537,93,3
6538,375,2
6539,100,3
6540,258,3
6541,75,2
6542,118,30
6543,120,4
6544,154,4
6545,150,3
6546,150,2
6547,145,2
6548,250,2
6549,100,5
6550,155,1
6551,100,1
6552,75,2
6553,110,1
6554,50,12
6555,225,1
6556,150,1
6557,125,1
6558,200,3
6559,90,2
6560,125,1
6561,125,2
6562,70,1
6563,55,1
6564,199,2
6565,89,2
6566,298,3
6568,110,15
6569,239,2
6570,300,3
6571,31,5
6572,70,2
6573,73,1
6574,70,2
6575,63,25
6576,200,30
6577,220,4
6578,95,2
6579,127,30
6580,85,8
6581,250,5
6583,50,3
6584,60,7
6585,58,9
6586,80,1
6587,73,2
6588,91,15
6589,100,30
6590,52,3
6591,65,1
6592,70,2
6593,150,5
6594,107,7
6595,80,1
6596,45,12
6597,62,20
6598,49,7
6599,50,6
6600,175,1
6601,129,5
6602,198,3
6603,185,1
6604,90,1
6606,130,1
6607,100,2
6608,75,1
6609,90,5
6610,110,4
6611,65,2
6612,49,1
6613,400,3
6614,60,2
6615,31,3
6616,70,1
6617,250,2
6618,215,1
6619,235,6
6620,2400,1
6621,35,20
6622,59,1
6623,65,17
6624,180,1
6625,175,1
6626,81,3
6627,225,1
6628,100,4
6629,75,3
6630,85,7
6631,99,6
6632,175,4
6633,90,1
6634,125,1
6635,30,1
6636,165,5
6637,149,3
6638,100,1
6639,200,4
6640,110,1
6641,315,1
6642,148,30
6643,150,5
6644,175,1
6645,59,2
6646,139,1
6647,50,3
6648,250,30
6649,42,7
6650,100,1
6651,80,1
6652,90,14
6653,105,2
6654,75,2
6655,130,1
6656,149,2
6657,200,1
6658,149,30
6659,60,1
6660,100,1
6661,43,28
6662,145,5
6663,85,30
6664,275,30
6665,100,3
6666,105,30
6667,250,2
6668,180,1
6669,175,2
6670,600,2
6671,95,30
6672,150,2
6673,119,10
6674,165,2
6675,50,1
6676,225,1
6677,80,2
6678,149,4
6679,195,2
6680,130,3
6681,95,3
6682,125,30
6683,95,30
6684,50,1
6685,85,30
6686,95,1
6687,50,1
6688,80,14
6689,320,3
6690,37,17
6691,90,4
6692,95,30
6693,85,3
6694,79,13
6695,100,7
6696,54,2
6697,129,10
6698,90,4
6699,254,2
6700,159,2
6701,90,5
6702,85,5
6703,45,3
6704,275,10
6705,38,1
6706,100,2
6707,103,1
6708,99,30
6709,185,3
6710,90,1
6711,86,4
6712,40,3
6713,165,2
6714,35,2
6715,2000,7
6716,117,14
6717,50,14
6718,175,3
6719,95,1
6720,70,2
6721,100,3
6722,150,4
6723,169,3
6724,50,1
6725,99,1
6726,200,1
6727,70,4
6728,130,14
6729,125,1
6730,180,2
6731,80,5
6732,45,1
6733,99,5
6734,99,25
6735,99,1
6736,225,1
6737,150,1
6738,100,3
6739,73,2
6740,180,1
6741,80,1
6742,80,1
6743,85,1
6744,175,4
6745,100,1
6746,85,4
6747,65,5
6748,150,1
6749,249,30
6750,40,1
6751,200,1
6752,124,14
6753,200,1
6754,50,1
6755,160,2
6756,200,2
6757,300,6
6758,200,3
6759,139,1
6760,49,4
6761,55,4
6762,260,10
6763,150,1
6764,110,30
6765,110,5
6766,81,1
6767,60,1
6768,65,1
6769,175,3
6770,130,2
6771,240,2
6772,130,2
6773,97,30
6774,50,2
6775,88,7
6776,112,7
6777,65,1
6778,105,7
6779,120,1
6780,70,2
6781,75,3
6782,99,2
6783,275,5
6784,600,1
6785,90,1
6786,60,3
6787,125,1
6788,65,10
6789,159,3
6790,145,5
6791,130,1
6792,255,2
6793,90,2
6794,150,3
6795,295,2
6796,125,1
6797,75,1
6798,188,2
6799,130,1
6800,72,1
6801,45,3
6802,80,1
6803,94,1
6804,70,22
6805,150,6
6806,70,2
6807,42,30
6808,225,3
6809,70,1
6810,60,1
6811,180,2
6812,150,3
6813,105,2
6814,100,5
6815,225,4
6816,125,15
6817,82,2
6818,140,1
6819,250,4
6820,69,4
6821,275,2
6822,145,3
6823,125,7
6824,100,1
6825,100,5
6826,190,6
6827,200,1
6828,125,31
6829,300,4
6830,159,4
6831,225,2
6832,300,1
6833,180,2
6834,99,1
6835,120,4
6836,90,7
6837,59,1
6838,95,1
6839,65,30
6840,40,2
6841,250,4
6842,85,3
6843,71,30
6844,109,4
6845,262,2
6846,55,3
6847,70,1
6848,109,14
6849,40,3
6850,70,1
6851,50,15
6852,120,5
6853,80,50
6854,200,3
6855,300,3
6856,175,1
6857,75,1
6858,119,6
6859,165,30
6860,40,14
6861,265,30
6862,130,30
6863,85,2
6864,70,15
6865,210,3
6866,225,1
6867,46,1
6868,75,1
6869,126,3
6870,88,4
6871,150,5
6872,175,1
6873,380,30
6874,500,6
6875,110,20
6876,175,1
6877,78,1
6878,250,2
6879,125,1
6880,200,2
6881,55,3
6882,65,2
6883,175,1
6884,205,30
6885,90,1
6886,100,1
6887,60,3
6888,99,1
6889,50,7
6890,50,3
6891,68,1
6892,125,1
6893,175,1
6894,100,3
6895,85,2
6896,125,2
6897,118,3
6898,346,198
6899,52,2
6900,107,30
6901,99,2
6902,150,1
6903,65,4
6904,85,30
6905,155,4
6906,125,2
6907,59,3
6908,70,7
6909,115,1
6910,175,10
6911,149,2
6912,50,5
6913,190,3
6914,80,20
6915,75,1
6916,89,1
6917,123,3
6918,78,2
6919,62,1
6920,120,2
6921,80,2
6922,180,3
6923,145,2
6924,99,1
6925,300,3
6926,87,100
6927,155,2
6928,250,1
6929,130,1
6930,65,4
6931,156,3
6932,50,1
6933,450,1
6934,40,1
6935,95,3
6936,45,7
6937,60,4
6938,100,4
6939,75,1
6940,84,4
6941,70,2
6942,69,2
6943,62,30
6944,200,1
6945,100,2
6946,45,4
6947,170,3
6948,150,7
6949,99,3
6950,45,1
6951,95,3
6952,95,4
6953,79,1
6954,120,30
6955,375,14
6956,120,5
6957,85,1
6958,100,5
6959,84,4
6960,549,4
6961,230,7
6962,100,14
6963,70,1
6964,72,3
6965,140,5
6966,125,3
6967,135,1
6968,120,1
6969,49,1
6970,240,14
6971,380,4
6972,150,1
6973,89,1
6974,100,3
6975,75,1
6976,50,5
6977,60,10
6978,760,14
6979,85,3
6980,65,3
6981,150,3
6982,169,4
6983,85,2
6984,350,3
6985,148,7
6986,100,6
6987,1000,7
6988,125,1
6989,80,7
6990,72,2
6991,125,1
6992,34,1
6993,288,1
6994,167,2
6995,125,21
6996,100,2
6997,290,5
6998,229,30
6999,100,2
7000,60,1
7001,225,3
7002,70,2
7003,174,3
7004,350,1
7005,250,30
7006,105,30
7007,40,3
7008,50,14
7009,65,3
7010,75,30
7011,180,31
7012,60,25
7013,69,2
7014,150,4
7015,200,1
7016,125,3
7017,795,4
7018,450,2
7019,80,1
7020,300,2
7021,80,1
7022,75,5
7023,500,3
7024,135,1
7025,250,1
7026,80,3
7027,85,5
7028,150,4
7029,60,1
7030,249,3
7031,155,30
7032,65,2
7033,90,1
7034,150,3
7035,96,1
7036,90,1
7037,89,1
7038,80,1
7039,77,4
7040,60,1
7041,165,4
7042,70,1
7043,83,1
7044,70,1
7045,139,1
7046,50,7
7047,50,1
7048,220,5
7049,250,3
7050,177,10
7051,150,3
7052,50,1
7053,90,30
7054,150,7
7055,125,3
7056,150,1
7057,415,4
7058,50,2
7059,165,30
7060,175,4
7061,50,60
7062,250,4
7063,100,5
7064,99,30
7065,80,1
7066,140,5
7067,83,7
7068,99,3
7069,79,1
7070,100,2
7071,160,4
7072,45,7
7073,225,1
7074,180,1
7075,90,7
7076,60,1
7077,120,5
7078,150,4
7079,80,4
7080,275,2
7081,110,14
7082,85,1
7083,245,1
7084,90,3
7085,115,5
7086,54,1
7087,195,2
7088,995,2
7089,120,10
7090,135,2
7091,150,1
7092,61,7
7093,115,30
7094,63,1
7095,185,7
7096,1763,60
7097,33,28
7098,55,2
7099,150,5
7100,80,21
7101,40,7
7102,79,2
7103,140,2
7104,198,2
7105,65,1
7106,117,3
7107,125,3
7108,510,3
7109,125,2
7110,170,1
7111,65,1
7112,195,6
7113,115,3
7114,135,3
7115,350,3
7116,115,1
7117,45,1
7118,65,2
7119,135,30
7120,40,6
7121,70,1
7122,199,30
7123,100,2
7124,195,6
7125,200,3
7126,150,5
7127,60,2
7128,70,11
7129,30,1
7130,100,4
7131,180,3
7132,105,2
7133,110,90
7134,38,6
7135,70,1
7136,72,7
7137,75,1
7138,63,1
7139,58,1
7140,70,1
7141,145,5
7142,45,1
7143,60,2
7144,158,100
7145,139,1
7146,45,5
7147,99,30
7148,85,3
7149,85,10
7150,95,3
7151,150,3
7152,96,3
7153,230,2
7154,150,4
7155,225,2
7156,130,3
7157,116,1
7158,115,4
7159,126,3
7160,174,5
7161,149,5
7162,150,4
7163,100,2
7164,150,5
7165,89,4
7166,308,2
7167,40,1
7168,150,30
7169,55,1
7170,55,1
7171,139,2
7172,90,1
7173,249,3
7174,150,1
7175,95,1
7176,135,2
7177,45,17
7178,289,10
7179,97,2
7180,180,30
7181,75,30
7182,320,6
7183,60,5
7184,60,3
7185,144,15
7186,40,14
7187,115,1
7188,75,1
7189,47,2
7190,1450,1
7191,100,3
7192,50,1
7193,250,30
7194,115,8
7195,60,7
7196,135,2
7197,50,2
7198,149,3
7199,120,2
7200,150,5
7201,110,3
7202,95,1
7203,190,2
7204,139,4
7205,115,1
7206,130,2
7207,125,3
7208,45,21
7209,110,4
7210,120,21
7211,50,1
7212,100,2
7213,75,2
7214,129,30
7215,196,5
7216,400,1
7217,140,12
7218,60,1
7219,55,1
7220,175,2
7221,90,3
7222,281,1
7223,50,2
7224,65,1
7225,85,1
7226,38,3
7227,59,1
7228,40,4
7229,229,3
7230,70,2
7231,190,7
7232,150,3
7233,68,5
7234,109,2
7235,37,30
7236,124,1
7237,190,2
7238,160,1
7239,160,1
7240,145,5
7241,49,1
7242,159,30
7243,75,14
7244,175,90
7245,150,2
7246,65,1
7247,50,2
7248,52,1
7249,176,5
7250,90,1
7251,175,2
7252,125,6
7253,249,3
7254,87,30
7255,65,2
7256,495,2
7257,120,30
7258,110,6
7259,159,2
7260,189,2
7261,58,2
7262,59,1
7263,51,7
7264,199,3
7265,52,12
7266,199,2
7267,100,2
7268,54,1
7269,49,3
7270,250,1
7271,45,1
7272,50,1
7273,600,1
7274,200,2
7275,38,5
7276,300,2
7277,50,14
7278,55,15
7279,27,30
7280,200,6
7281,99,30
7282,80,5
7283,250,2
7284,95,3
7285,59,4
7286,57,2
7287,170,30
7288,50,1
7289,49,1
7290,65,4
7291,250,3
7292,200,4
7293,110,2
7294,250,30
7295,73,1
7296,70,1
7297,125,1
7298,195,1
7299,75,1
7300,36,1
7301,99,1
7302,100,2
7303,71,10
7304,100,2
7305,85,1
7306,169,2
7307,149,2
7308,89,1
7309,44,30
7310,150,2
7311,125,2
7312,42,6
7313,28,20
7314,155,4
7315,300,7
7316,250,7
7317,70,1
7318,80,15
7319,150,1
7320,65,2
7321,167,5
7322,130,30
7323,115,2
7324,94,4
7325,185,4
7326,195,7
7327,90,4
7328,99,365
7329,499,30
7330,180,2
7331,300,2
7332,100,2
7333,134,3
7334,49,2
7335,47,2
7336,120,2
7337,185,30
7338,169,30
7339,130,14
7340,110,1
7341,122,4
7342,150,1
7343,129,30
7344,65,1
7345,115,30
7346,60,2
7347,150,7
7348,200,6
7349,110,30
7350,259,1
7351,150,1
7352,295,3
7353,140,1
7354,70,1
7355,134,500
7356,825,5
7357,100,1
7358,175,2
7359,60,1
7360,250,1
7361,58,2
7362,142,4
7363,120,3
7364,136,30
7365,55,2
7366,185,3
7367,75,1
7368,103,2
7369,193,30
7370,700,1
7371,200,30
7372,145,30
7373,200,14
7374,160,1
7375,45,2
7376,151,7
7377,98,2
7378,75,6
7379,185,30
7380,150,4
7381,170,3
7382,119,2
7383,229,5
7384,80,2
7385,100,5
7386,500,1
7387,120,1
7388,85,1
7389,135,3
7390,524,3
7391,60,1
7392,159,4
7393,200,2
7394,73,1
7395,70,2
7396,168,7
7397,75,1
7398,169,3
7399,85,4
7400,38,30
7401,48,30
7402,42,2
7403,80,30
7404,145,3
7405,72,2
7406,95,2
7407,45,4
7408,250,2
7409,73,5
7410,100,1
7411,50,1
7412,165,1
7413,184,3
7414,295,2
7415,135,2
7416,160,2
7417,99,3
7418,85,10
7419,199,1
7420,195,2
7421,80,1
7422,69,15
7423,145,3
7424,52,3
7425,80,5
7426,300,2
7427,75,20
7428,180,3
7429,62,6
7430,750,1
7431,31,7
7432,250,3
7433,99,1
7434,120,7
7435,150,3
7436,100,7
7437,150,14
7438,99,2
7439,200,30
7440,75,1
7441,45,30
7442,45,30
7443,59,1
7444,84,2
7445,140,30
7446,90,4
7447,125,1
7448,250,3
7449,100,5
7450,190,2
7451,298,3
7452,99,2
7453,250,2
7454,95,7
7455,110,6
7456,59,4
7457,115,1
7458,200,2
7459,75,1
7460,115,5
7461,146,3
7462,110,3
7463,60,1
7464,450,5
7465,160,1
7466,149,2
7467,100,2
7468,220,3
7469,120,1
7470,99,25
7471,65,1
7472,50,4
7473,65,5
7474,125,1
7475,75,30
7476,85,2
7477,2000,40
7478,149,2
7479,53,2
7480,325,3
7481,45,2
7482,38,30
7483,120,3
7484,38,30
7485,2000,2
7486,60,3
7487,190,3
7488,125,2
7489,100,6
7490,70,1
7491,130,1
7492,45,1
7493,110,30
7494,60,3
7495,125,14
7496,81,1
7497,80,5
7498,105,1
7499,200,7
7500,100,1
7501,100,2
7502,75,2
7503,250,5
7504,400,2
7505,160,3
7506,110,1
7507,220,1
7508,135,3
7509,99,2
7510,89,4
7511,110,7
7512,75,3
7513,2000,30
7514,160,1
7515,475,2
7516,230,4
7517,49,1
7518,125,2
7519,180,2
7520,80,5
7521,55,1
7522,135,3
